periodic,arm,kind,disorder,seed,K,alpha,safety,levels,nx,dt,nt,Pe,r_mean,nu_mean,hmin_over_h,n_fallback,K_used_max,min_w,max_l1,rho,pow_nt,growth,errT,errmax,maxu,blowup,ref_floor,secs
0,minnorm,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.000000000000001,0.9991286706149624,0.6491394129635745,1.0000000000000064,0.00013476324050587518,0.00015010075718946414,1.2735238211943534,0,5.39499001028787e-15,0.01173710823059082
0,projgauss,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991286706149654,0.6491394129629784,1.000000000000001,0.00013476324101946435,0.000150100757392857,1.2735238211943263,0,5.39499001028787e-15,0.013643980026245117
0,spectral,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.000000000000001,0.9991286706149624,0.6491394129635745,1.0000000000000064,0.00013476324050587518,0.00015010075718946414,1.2735238211943534,0,5.39499001028787e-15,0.014314889907836914
0,spectralg,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.000000000000001,0.9991286706149624,0.6491394129635745,1.0000000000000064,0.00013476324050587518,0.00015010075718946414,1.2735238211943534,0,5.39499001028787e-15,0.012117147445678711
0,molfe,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991281976615844,0.6496169552283713,1.0,0.000434426529817622,0.000454297859489583,1.2735545527641237,0,5.39499001028787e-15,0.012822866439819336
0,molrk3,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991285775708075,0.6495961596475943,1.0,0.00026903750073070665,0.0002995953078013258,1.2735205051899023,0,5.39499001028787e-15,0.013936042785644531
0,maxent,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0000000000000002,0.9991286706149667,0.6491394129627764,1.0000000000000009,0.00013476324117123184,0.00015010075744437135,1.2735238211943218,0,5.39499001028787e-15,0.022006988525390625
0,lp,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991286706149619,0.6491394129628006,1.0,0.00013476324116434846,0.0001501007574445934,1.2735238211943205,0,5.39499001028787e-15,0.05566000938415527
0,lprand,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991286706149619,0.6491394129628006,1.0,0.00013476324116434846,0.0001501007574445934,1.2735238211943205,0,5.39499001028787e-15,0.05382704734802246
0,maxentw,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0000000000000002,0.9991286706149667,0.6491394129627764,1.0000000000000009,0.00013476324117123184,0.00015010075744437135,1.2735238211943218,0,5.39499001028787e-15,0.019700050354003906
0,minnorm,jitter,0.0,0,5,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,5,-0.07348214285714448,1.1469642857142888,0.9991289773669101,0.6500638220993952,1.1469642857142888,0.0008633814895799286,0.0008633814895799286,1.2735000421372547,0,5.39499001028787e-15,0.013025045394897461
0,projgauss,jitter,0.0,0,5,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,5,-0.026921735399641007,1.0538434707992819,0.9991288476186192,0.6496999876719269,1.0538434707992819,0.00048660026426783354,0.00048660026426783354,1.273509854810152,0,5.39499001028787e-15,0.014242172241210938
0,spectral,jitter,0.0,0,5,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,5,-0.0022857301143337783,1.0045714602286677,0.9991286495825211,0.6492021738049184,1.0045714602286677,4.877889959342685e-05,8.22271961394283e-05,1.2735233983641967,0,5.39499001028787e-15,0.019176006317138672
