periodic,arm,kind,disorder,seed,K,alpha,safety,levels,nx,dt,nt,Pe,r_mean,nu_mean,hmin_over_h,n_fallback,K_used_max,min_w,max_l1,rho,pow_nt,growth,errT,errmax,maxu,blowup,ref_floor,secs,eps
0,molfilt,jitter,0.0,0,3,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,3,0.0,1.0,0.9991281976615844,0.6496169552283713,1.0,0.000434426529817622,0.000454297859489583,1.2735545527641237,0,5.39499001028787e-15,0.015801668167114258,0.0
0,molfilt,jitter,0.0,0,5,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,5,-0.07857142857142689,1.2407142857142808,0.999718632990566,0.9496059318186353,1.647299937159277,0.16423423545786597,0.16423423545786597,1.2735527632069736,0,5.39499001028787e-15,0.042629241943359375,0.008910586787095755
0,molfilt,jitter,0.0,0,7,0.1,0.5,1,101,0.00024999999999999486,2001,0.09999999999999999,0.24999999999999484,0.024999999999999484,0.9999999999999898,0,7,-0.028571428571428012,1.1464285714285687,0.9999230567422607,1.2062871352619935,1.8167520754999145,0.16204203554622743,0.16204203554622743,1.2735545131963963,0,5.39499001028787e-15,0.038362979888916016,0.006842360212122931
0,molfilt,jitter,0.1,0,3,0.1,0.5,1,101,0.00016376429299489037,3054,0.09999999999999999,0.16376429299489037,0.016376429299489036,0.8093560230081454,0,3,0.0,1.0000000000000002,0.9994289186363786,0.649667346427304,1.0000000000000007,0.000382867098495443,0.000382867098495443,1.273582849772186,0,5.627442956068762e-15,0.019545793533325195,0.0
0,molfilt,jitter,0.1,0,5,0.1,0.5,1,101,0.00016376429299489037,3054,0.09999999999999999,0.16376429299489037,0.016376429299489036,0.8093560230081454,0,5,-0.05183125853288234,1.1602425168297228,0.9998419721750887,0.7854931702407486,1.5731940869394845,0.14289522787504202,0.14289522787504202,1.273583477607831,0,5.627442956068762e-15,0.04799699783325195,0.005254187450398248
0,molfilt,jitter,0.1,0,7,0.1,0.5,1,101,0.00016376429299489037,3054,0.09999999999999999,0.16376429299489037,0.016376429299489036,0.8093560230081454,0,7,-0.01784834346764706,1.0934118449782246,0.9999612700757577,1.3775897084190663,1.9657611354163902,0.17895581395144244,0.17895581395144244,1.2735931428123037,0,5.627442956068762e-15,0.04606485366821289,0.004034643735214456
0,molfilt,jitter,0.1,1,3,0.1,0.5,1,101,0.00016993317484049846,2943,0.09999999999999999,0.16993317484049847,0.016993317484049846,0.8244590343746583,0,3,0.0,1.0000000000000002,0.9994074065415596,0.6497053883307752,1.0000000000000002,0.00039267212340299285,0.00039267212340299285,1.2739450694071004,0,6.786238238021269e-15,0.018006086349487305,0.0
0,molfilt,jitter,0.1,1,5,0.1,0.5,1,101,0.00016993317484049846,2943,0.09999999999999999,0.16993317484049847,0.016993317484049846,0.8244590343746583,0,5,-0.048559272347827136,1.1592472812308763,0.999852853822603,1.1874288310103702,1.6910599594549065,0.18145248054790022,0.18145248054790022,1.2739436045396708,0,6.786238238021269e-15,0.03994321823120117,0.005254187450398248
0,molfilt,jitter,0.1,1,7,0.1,0.5,1,101,0.00016993317484049846,2943,0.09999999999999999,0.16993317484049847,0.016993317484049846,0.8244590343746583,0,7,-0.01940196231954146,1.100241777977703,0.9999274482671536,1.1501427428906454,1.9960866589027777,0.14956741104539473,0.14956741104539473,1.2739406349197329,0,6.786238238021269e-15,0.03888201713562012,0.004034643735214456
0,molfilt,jitter,0.1,2,3,0.1,0.5,1,101,0.00017878235363346623,2797,0.09999999999999999,0.17878235363346623,0.017878235363346623,0.8456532472200795,0,3,0.0,1.0,0.9993765478491249,0.6497662609944886,1.0,0.00039746179281041627,0.00039746179281041627,1.2740220562115485,0,6.966649479522857e-15,0.01785898208618164,0.0
0,molfilt,jitter,0.1,2,5,0.1,0.5,1,101,0.00017878235363346623,2797,0.09999999999999999,0.17878235363346623,0.017878235363346623,0.8456532472200795,0,5,-0.0631987929349321,1.1799654765075682,0.9998855068577369,0.8966198482451109,1.570155517268511,0.15031564979793818,0.15031564979793818,1.2740202214827119,0,6.966649479522857e-15,0.040370941162109375,0.006842360212122931
0,molfilt,jitter,0.1,2,7,0.1,0.5,1,101,0.00017878235363346623,2797,0.09999999999999999,0.17878235363346623,0.017878235363346623,0.8456532472200795,0,7,-0.02013452496733964,1.1044180393665848,0.9999583079392376,1.2381286544376437,1.9856338884409528,0.14215846518953668,0.14215846518953668,1.2740182232147677,0,6.966649479522857e-15,0.04180598258972168,0.004034643735214456
0,molfilt,jitter,0.25,0,3,0.1,0.5,1,101,6.848428807779342e-05,7301,0.09999999999999999,0.06848428807779343,0.006848428807779342,0.5233900575203676,0,3,0.0,1.0000000000000002,0.9997611775224438,0.6497220439159772,1.0000000000000007,0.0003326332079184313,0.0003326332079184313,1.2736176297112292,0,6.772360450213455e-15,0.0230560302734375,0.0
0,molfilt,jitter,0.25,0,5,0.1,0.5,1,101,6.848428807779342e-05,7301,0.09999999999999999,0.06848428807779343,0.006848428807779342,0.5233900575203676,0,5,-0.02519109069041331,1.0686911392426888,0.9999337415878998,0.95228887009048,2.218329573007615,0.1228821840683178,0.1228821840683178,1.2736148574838837,0,6.772360450213455e-15,0.04452705383300781,0.001826855005068742
0,molfilt,jitter,0.25,0,7,0.1,0.5,1,101,6.848428807779342e-05,7301,0.09999999999999999,0.06848428807779343,0.006848428807779342,0.5233900575203676,0,7,-0.010630638840814709,1.0376705541476625,0.9999928468765715,1.701241963701548,2.186177704157419,0.20641310794467904,0.20641310794467904,1.2736292259259219,0,6.772360450213455e-15,0.04276466369628906,0.0014028256835007112
0,molfilt,jitter,0.25,1,3,0.1,0.5,1,101,7.872165330063403e-05,6352,0.09999999999999999,0.07872165330063402,0.007872165330063402,0.5611475859366555,0,3,0.0,1.0000000000000002,0.9997254788436947,0.6497036979583916,1.0000000000000002,0.0003915220489891791,0.0003915220489891791,1.2736490107565976,0,6.356026815979021e-15,0.026407957077026367,0.0
0,molfilt,jitter,0.25,1,5,0.1,0.5,1,101,7.872165330063403e-05,6352,0.09999999999999999,0.07872165330063402,0.007872165330063402,0.5611475859366555,0,5,-0.021064421811934332,1.0703510954267346,0.9999879639086902,1.3350805051131889,1.4305346783433477,0.133481275640541,0.133481275640541,1.2736395929799345,0,6.356026815979021e-15,0.04182577133178711,0.0023790548239866357
